pa, pp, ta, tp
a innocent friend grabbed a tea .,a tea was grabbed by a innocent friend .,the child wraps the coat .,the coat is wrapped by the child .
a bad physician smelled a tea .,a tea was smelled by a bad physician .,the child wraps the coat .,the coat is wrapped by the child .
a catholic worker described a cup .,a cup was described by a catholic worker .,the child wraps the coat .,the coat is wrapped by the child .
a nervous wife ate a cheese .,a cheese was eaten by a nervous wife .,the child wraps the coat .,the coat is wrapped by the child .
a healthy teacher smelled a guitar .,a guitar was smelled by a healthy teacher .,the child wraps the coat .,the coat is wrapped by the child .
a chinese professor drank a beer .,a beer was drunk by a chinese professor .,the child wraps the coat .,the coat is wrapped by the child .
a stupid pilot destroyed a salad .,a salad was destroyed by a stupid pilot .,the child wraps the coat .,the coat is wrapped by the child .
a calm president prepared a coffee .,a coffee was prepared by a calm president .,the child wraps the coat .,the coat is wrapped by the child .
the awesome attorney smelled the coffee .,the coffee was smelled by the awesome attorney .,a business purchases an iron .,an iron is purchased by a business .
the english actor comforted the attorney .,the attorney was comforted by the english actor .,a business purchases an iron .,an iron is purchased by a business .
the italian attorney taught the actor .,the actor was taught by the italian attorney .,a business purchases an iron .,an iron is purchased by a business .
the pretty captain bothered the sheriff .,the sheriff was bothered by the pretty captain .,a business purchases an iron .,an iron is purchased by a business .
the poor kid punched the cop .,the cop was punched by the poor kid .,a business purchases an iron .,an iron is purchased by a business .
the peaceful scientist prepared the salad .,the salad was prepared by the peaceful scientist .,a business purchases an iron .,an iron is purchased by a business .
the hungry champion caught the flower .,the flower was caught by the hungry champion .,a business purchases an iron .,an iron is purchased by a business .
the awful uncle carried the television .,the television was carried by the awful uncle .,a business purchases an iron .,an iron is purchased by a business .
the mad buddy helped the kid .,the kid was helped by the mad buddy .,a business purchases an iron .,an iron is purchased by a business .
the american army kept the coffee .,the coffee was kept by the american army .,a business purchases an iron .,an iron is purchased by a business .
a fair secretary beats an employer .,an employer is beaten by a fair secretary .,the adult embraced the prince .,the prince was embraced by the adult .
a strong doctor kills a priest .,a priest is killed by a strong doctor .,the adult embraced the prince .,the prince was embraced by the adult .
a ordinary hero hurries a buddy .,a buddy is hurried by a ordinary hero .,the adult embraced the prince .,the prince was embraced by the adult .
an awesome uncle breaks a guitar .,a guitar is broken by an awesome uncle .,the adult embraced the prince .,the prince was embraced by the adult .
a religious doctor selects a tea .,a tea is selected by a religious doctor .,the adult embraced the prince .,the prince was embraced by the adult .
an alert actress bothers an administration .,an administration is bothered by an alert actress .,the adult embraced the prince .,the prince was embraced by the adult .
a chinese soldier bothers an army .,an army is bothered by a chinese soldier .,the adult embraced the prince .,the prince was embraced by the adult .
a odd cousin catches a brother .,a brother is caught by a odd cousin .,the adult embraced the prince .,the prince was embraced by the adult .
a blind teacher catches a candy .,a candy is caught by a blind teacher .,the adult embraced the prince .,the prince was embraced by the adult .
a sad writer follows a band .,a band is followed by a sad writer .,the adult embraced the prince .,the prince was embraced by the adult .
a criminal worker understood a secretary .,a secretary was understood by a criminal worker .,the aunt removes the knife .,the knife is removed by the aunt .
an awesome administration used a log .,a log was used by an awesome administration .,the aunt removes the knife .,the knife is removed by the aunt .
a violent husband asked a winner .,a winner was asked by a violent husband .,the aunt removes the knife .,the knife is removed by the aunt .
a pale hero washed a cigarette .,a cigarette was washed by a pale hero .,the aunt removes the knife .,the knife is removed by the aunt .
a sick buddy led a business .,a business was led by a sick buddy .,the aunt removes the knife .,the knife is removed by the aunt .
an excited author kissed an attorney .,an attorney was kissed by an excited author .,the aunt removes the knife .,the knife is removed by the aunt .
a curious student struck a pilot .,a pilot was struck by a curious student .,the aunt removes the knife .,the knife is removed by the aunt .
a brave woman taught a mayor .,a mayor was taught by a brave woman .,the aunt removes the knife .,the knife is removed by the aunt .
a cool secretary struck a father .,a father was struck by a cool secretary .,the aunt removes the knife .,the knife is removed by the aunt .
a cool kid dragged a machine .,a machine was dragged by a cool kid .,the aunt removes the knife .,the knife is removed by the aunt .
the special club purchases the coat .,the coat is purchased by the special club .,a daughter hurt a company .,a company was hurt by a daughter .
the pretty guy tastes the meal .,the meal is tasted by the pretty guy .,a daughter hurt a company .,a company was hurt by a daughter .
