ppo, pdo, tpo, tdo
the stupid wife sent the engine to the band .,the stupid wife sent the band the engine .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the ordinary mother supplied the chicken to the teacher .,the ordinary mother supplied the teacher the chicken .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the helpful candidate sent the juice to the army .,the helpful candidate sent the army the juice .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the strange priest gave the salad to the company .,the strange priest gave the company the salad .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the jewish child promised the wire to the wife .,the jewish child promised the wife the wire .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the spanish lawyer sent the beer to the administration .,the spanish lawyer sent the administration the beer .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the french wife fed the salad to the actress .,the french wife fed the actress the salad .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the guilty daughter took the card to the boy .,the guilty daughter took the boy the card .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the spanish student fed the cheese to the reader .,the spanish student fed the reader the cheese .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
the bright pilot threw the candy to the mother .,the bright pilot threw the mother the candy .,a lady saved a tea for an uncle .,a lady saved an uncle a tea .
a spanish doctor kept a salad for a scientist .,a spanish doctor kept a scientist a salad .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a fantastic cousin kept a tea for a bishop .,a fantastic cousin kept a bishop a tea .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a violent partner bought a chocolate for a man .,a violent partner bought a man a chocolate .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a modest guy kept a juice for a hero .,a modest guy kept a hero a juice .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a nervous singer found a juice for an administration .,a nervous singer found an administration a juice .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a serious writer caught a box for a guy .,a serious writer caught a guy a box .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a wonderful brother made a guitar for a secretary .,a wonderful brother made a secretary a guitar .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a terrible worker left an iron for a band .,a terrible worker left a band an iron .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
a tough lady caught a key for a president .,a tough lady caught a president a key .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
an american actress kept a guitar for a girl .,an american actress kept a girl a guitar .,the colonel sent the cheese to the company .,the colonel sent the company the cheese .
the southern hero left the television for the chief .,the southern hero left the chief the television .,a woman gave a coat to a priest .,a woman gave a priest a coat .
the excited adult bought the guitar for the friend .,the excited adult bought the friend the guitar .,a woman gave a coat to a priest .,a woman gave a priest a coat .
the excellent attorney purchased the wire for the corporation .,the excellent attorney purchased the corporation the wire .,a woman gave a coat to a priest .,a woman gave a priest a coat .
the healthy scientist saved the card for the cop .,the healthy scientist saved the cop the card .,a woman gave a coat to a priest .,a woman gave a priest a coat .
the handsome pilot left the juice for the business .,the handsome pilot left the business the juice .,a woman gave a coat to a priest .,a woman gave a priest a coat .
the willing pilot found the juice for the band .,the willing pilot found the band the juice .,a woman gave a coat to a priest .,a woman gave a priest a coat .
