ppo, pdo, tpo, tdo
a boy sold a hat to a club .,a boy sold a club a hat .,the glad winner kept the guitar for the company .,the glad winner kept the company the guitar .
a physician supplied a meal to a bishop .,a physician supplied a bishop a meal .,the reliable worker got the pie for the company .,the reliable worker got the company the pie .
a physician threw a cheese to an uncle .,a physician threw an uncle a cheese .,the horrible worker got the pie for the company .,the horrible worker got the company the pie .
a winner showed a salad to a club .,a winner showed a club a salad .,the busy worker got the pie for the company .,the busy worker got the company the pie .
a pilot threw a cheese to an aunt .,a pilot threw an aunt a cheese .,the calm worker got the pie for the company .,the calm worker got the company the pie .
a kid threw a cigarette to a father .,a kid threw a father a cigarette .,the blind worker got the pie for the company .,the blind worker got the company the pie .
an attorney supplied a cheese to a band .,an attorney supplied a band a cheese .,the bad worker got the pie for the company .,the bad worker got the company the pie .
a chief sold a coffee to an actor .,a chief sold an actor a coffee .,the loving worker got the pie for the company .,the loving worker got the company the pie .
a doctor promised a salad to a priest .,a doctor promised a priest a salad .,the healthy worker got the pie for the company .,the healthy worker got the company the pie .
a physician promised a chicken to a husband .,a physician promised a husband a chicken .,the sensitive worker got the pie for the company .,the sensitive worker got the company the pie .
a minister fed a candy to an attorney .,a minister fed an attorney a candy .,the drunk worker got the pie for the company .,the drunk worker got the company the pie .
a kid got a tea for a brother .,a kid got a brother a tea .,the emotional actor fed the meal to the teacher .,the emotional actor fed the teacher the meal .
a band designed a computer for an administration .,a band designed an administration a computer .,the eager actor fed the meal to the teacher .,the eager actor fed the teacher the meal .
a guy found a beer for a girl .,a guy found a girl a beer .,the italian actor fed the meal to the teacher .,the italian actor fed the teacher the meal .
a president kept a candy for a priest .,a president kept a priest a candy .,the intelligent actor fed the meal to the teacher .,the intelligent actor fed the teacher the meal .
a bishop caught a log for a minister .,a bishop caught a minister a log .,the evil actor fed the meal to the teacher .,the evil actor fed the teacher the meal .
a priest found a pie for a business .,a priest found a business a pie .,the athletic actor fed the meal to the teacher .,the athletic actor fed the teacher the meal .
a chief caught a glass for a hero .,a chief caught a hero a glass .,the excellent actor fed the meal to the teacher .,the excellent actor fed the teacher the meal .
a mother kept a guitar for a band .,a mother kept a band a guitar .,the honest actor fed the meal to the teacher .,the honest actor fed the teacher the meal .
an aunt purchased a cigarette for a business .,an aunt purchased a business a cigarette .,the emotional actor fed the meal to the teacher .,the emotional actor fed the teacher the meal .
a doctor delivered a box for a winner .,a doctor delivered a winner a box .,the insane actor fed the meal to the teacher .,the insane actor fed the teacher the meal .
a writer bought a salad for a girl .,a writer bought a girl a salad .,the attractive actor gave the beer to the corporation .,the attractive actor gave the corporation the beer .
