pa, pp, ta, tp
the minister carries the bell .,the bell is carried by the minister .,the minister carries the bell .,the bell is carried by the minister .
the attorney kisses the son .,the son is kissed by the attorney .,the attorney kisses the son .,the son is kissed by the attorney .
the daughter drinks the beer .,the beer is drunk by the daughter .,the daughter drinks the beer .,the beer is drunk by the daughter .
the cousin eats the candy .,the candy is eaten by the cousin .,the cousin eats the candy .,the candy is eaten by the cousin .
the wife beats the opponent .,the opponent is beaten by the wife .,the wife beats the opponent .,the opponent is beaten by the wife .
the worker comforts the woman .,the woman is comforted by the worker .,the worker comforts the woman .,the woman is comforted by the worker .
the pilot removes the telephone .,the telephone is removed by the pilot .,the pilot removes the telephone .,the telephone is removed by the pilot .
the attorney kisses the mother .,the mother is kissed by the attorney .,the attorney kisses the mother .,the mother is kissed by the attorney .
the doctor washed the bowl .,the bowl was washed by the doctor .,the doctor washed the bowl .,the bowl was washed by the doctor .
the parent struck the cop .,the cop was struck by the parent .,the parent struck the cop .,the cop was struck by the parent .
the cousin taught the guy .,the guy was taught by the cousin .,the cousin taught the guy .,the guy was taught by the cousin .
the reader removed the gun .,the gun was removed by the reader .,the reader removed the gun .,the gun was removed by the reader .
the physician described the priest .,the priest was described by the physician .,the physician described the priest .,the priest was described by the physician .
the actor grabbed the motor .,the motor was grabbed by the actor .,the actor grabbed the motor .,the motor was grabbed by the actor .
the husband raised the coffee .,the coffee was raised by the husband .,the husband raised the coffee .,the coffee was raised by the husband .
the secretary dragged the wife .,the wife was dragged by the secretary .,the secretary dragged the wife .,the wife was dragged by the secretary .
the priest ate the candy .,the candy was eaten by the priest .,the priest ate the candy .,the candy was eaten by the priest .
the woman destroyed the hero .,the hero was destroyed by the woman .,the woman destroyed the hero .,the hero was destroyed by the woman .
the captain leads the company .,the company is led by the captain .,the captain leads the company .,the company is led by the captain .
the cousin forgets the candy .,the candy is forgotten by the cousin .,the cousin forgets the candy .,the candy is forgotten by the cousin .
the actress teaches the child .,the child is taught by the actress .,the actress teaches the child .,the child is taught by the actress .
the leader collects the candy .,the candy is collected by the leader .,the leader collects the candy .,the candy is collected by the leader .
the guest understands the child .,the child is understood by the guest .,the guest understands the child .,the child is understood by the guest .
the administration keeps the knife .,the knife is kept by the administration .,the administration keeps the knife .,the knife is kept by the administration .
the cousin kisses the actor .,the actor is kissed by the cousin .,the cousin kisses the actor .,the actor is kissed by the cousin .
the friend raises the anchor .,the anchor is raised by the friend .,the friend raises the anchor .,the anchor is raised by the friend .
the priest strikes the bishop .,the bishop is struck by the priest .,the priest strikes the bishop .,the bishop is struck by the priest .
the singer raises the colonel .,the colonel is raised by the singer .,the singer raises the colonel .,the colonel is raised by the singer .
the parent asks the administration .,the administration is asked by the parent .,the parent asks the administration .,the administration is asked by the parent .
the secretary collects the beer .,the beer is collected by the secretary .,the secretary collects the beer .,the beer is collected by the secretary .
the doctor accepts the camera .,the camera is accepted by the doctor .,the doctor accepts the camera .,the camera is accepted by the doctor .
the author understands the colonel .,the colonel is understood by the author .,the author understands the colonel .,the colonel is understood by the author .
the aunt tastes the candy .,the candy is tasted by the aunt .,the aunt tastes the candy .,the candy is tasted by the aunt .
the lawyer forgets the lady .,the lady is forgotten by the lawyer .,the lawyer forgets the lady .,the lady is forgotten by the lawyer .
the adult bothers the corporation .,the corporation is bothered by the adult .,the adult bothers the corporation .,the corporation is bothered by the adult .
the teacher describes the beer .,the beer is described by the teacher .,the teacher describes the beer .,the beer is described by the teacher .
the parent drags the bowl .,the bowl is dragged by the parent .,the parent drags the bowl .,the bowl is dragged by the parent .
the son teaches the daughter .,the daughter is taught by the son .,the son teaches the daughter .,the daughter is taught by the son .
a corporation used a coat .,a coat was used by a corporation .,a corporation used a coat .,a coat was used by a corporation .
a princess accepted an iron .,an iron was accepted by a princess .,a princess accepted an iron .,an iron was accepted by a princess .
a lady kissed a cousin .,a cousin was kissed by a lady .,a lady kissed a cousin .,a cousin was kissed by a lady .
a secretary wrapped a hat .,a hat was wrapped by a secretary .,a secretary wrapped a hat .,a hat was wrapped by a secretary .
an employer chased a company .,a company was chased by an employer .,an employer chased a company .,a company was chased by an employer .
an author led an army .,an army was led by an author .,an author led an army .,an army was led by an author .
